Código,Reservatorio,Cota,Capacidade,Volume,VolumePercentual,DataInformacao
12172,EPITÁCIO PESSOA,,"411,69","388,834","94,45%",14/11/2009
12172,EPITÁCIO PESSOA,,"411,69","389,2","94,54%",13/11/2009
12172,EPITÁCIO PESSOA,,"411,69","389,567","94,63%",12/11/2009
12172,EPITÁCIO PESSOA,,"411,69","389,933","94,72%",11/11/2009
12172,EPITÁCIO PESSOA,,"411,69","390,299","94,80%",10/11/2009
12172,EPITÁCIO PESSOA,,"411,69","391,032","94,98%",09/11/2009
12172,EPITÁCIO PESSOA,,"411,69","391,398","95,07%",08/11/2009
12172,EPITÁCIO PESSOA,,"411,69","391,764","95,16%",07/11/2009
12172,EPITÁCIO PESSOA,,"411,69","392,13","95,25%",06/11/2009
12172,EPITÁCIO PESSOA,,"411,69","392,497","95,34%",05/11/2009
12172,EPITÁCIO PESSOA,,"411,69","392,863","95,43%",04/11/2009
12172,EPITÁCIO PESSOA,,"411,69","393,229","95,52%",03/11/2009
12172,EPITÁCIO PESSOA,,"411,69","393,596","95,60%",02/11/2009
12172,EPITÁCIO PESSOA,,"411,69","393,962","95,69%",01/11/2009
12172,EPITÁCIO PESSOA,"377,45","411,69","394,3280549","95,78%",31/10/2009
12172,EPITÁCIO PESSOA,,"411,69","394,694","95,87%",30/10/2009
12172,EPITÁCIO PESSOA,,"411,69","395,427","96,05%",29/10/2009
12172,EPITÁCIO PESSOA,,"411,69","395,793","96,14%",28/10/2009
12172,EPITÁCIO PESSOA,,"411,69","396,159","96,23%",27/10/2009
12172,EPITÁCIO PESSOA,,"411,69","396,526","96,32%",26/10/2009
12172,EPITÁCIO PESSOA,,"411,69","396,892","96,41%",25/10/2009
12172,EPITÁCIO PESSOA,,"411,69","397,258","96,49%",24/10/2009
12172,EPITÁCIO PESSOA,,"411,69","397,624","96,58%",23/10/2009
12172,EPITÁCIO PESSOA,,"411,69","398,382","96,77%",22/10/2009
12172,EPITÁCIO PESSOA,,"411,69","398,773","96,86%",21/10/2009
12172,EPITÁCIO PESSOA,,"411,69","399,165","96,96%",20/10/2009
12172,EPITÁCIO PESSOA,,"411,69","399,556","97,05%",19/10/2009
12172,EPITÁCIO PESSOA,,"411,69","399,947","97,15%",18/10/2009
12172,EPITÁCIO PESSOA,,"411,69","400,339","97,24%",17/10/2009
12172,EPITÁCIO PESSOA,,"411,69","400,73","97,34%",16/10/2009
12172,EPITÁCIO PESSOA,,"411,69","401,121","97,43%",15/10/2009
12172,EPITÁCIO PESSOA,,"411,69","401,512","97,53%",14/10/2009
12172,EPITÁCIO PESSOA,,"411,69","401,904","97,62%",13/10/2009
12172,EPITÁCIO PESSOA,,"411,69","402,295","97,72%",12/10/2009
12172,EPITÁCIO PESSOA,,"411,69","402,686","97,81%",11/10/2009
12172,EPITÁCIO PESSOA,,"411,69","403,078","97,91%",10/10/2009
12172,EPITÁCIO PESSOA,,"411,69","403,469","98,00%",09/10/2009
12172,EPITÁCIO PESSOA,,"411,69","404,252","98,19%",08/10/2009
12172,EPITÁCIO PESSOA,,"411,69","404,643","98,29%",07/10/2009
12172,EPITÁCIO PESSOA,,"411,69","405,034","98,38%",06/10/2009
12172,EPITÁCIO PESSOA,,"411,69","405,425","98,48%",05/10/2009
12172,EPITÁCIO PESSOA,,"411,69","405,817","98,57%",04/10/2009
12172,EPITÁCIO PESSOA,,"411,69","406,208","98,67%",03/10/2009
12172,EPITÁCIO PESSOA,,"411,69","406,599","98,76%",02/10/2009
12172,EPITÁCIO PESSOA,,"411,69","406,991","98,86%",01/10/2009
12172,EPITÁCIO PESSOA,"377,79","411,69","407,3819609","98,95%",30/09/2009
12172,EPITÁCIO PESSOA,,"411,69","407,773","99,05%",29/09/2009
12172,EPITÁCIO PESSOA,,"411,69","408,165","99,14%",28/09/2009
12172,EPITÁCIO PESSOA,,"411,69","408,556","99,24%",27/09/2009
12172,EPITÁCIO PESSOA,,"411,69","408,947","99,33%",26/09/2009
12172,EPITÁCIO PESSOA,,"411,69","409,338","99,43%",25/09/2009
12172,EPITÁCIO PESSOA,,"411,69","409,73","99,52%",24/09/2009
12172,EPITÁCIO PESSOA,,"411,69","410,121","99,62%",23/09/2009
12172,EPITÁCIO PESSOA,,"411,69","410,512","99,71%",22/09/2009
12172,EPITÁCIO PESSOA,,"411,69","410,904","99,81%",21/09/2009
12172,EPITÁCIO PESSOA,,"411,69","411,295","99,90%",20/09/2009
12172,EPITÁCIO PESSOA,"378,04","411,69","417,3107837","101,37%",31/08/2009
12172,EPITÁCIO PESSOA,"378,2","411,69","423,8087983","102,94%",31/07/2009
12172,EPITÁCIO PESSOA,"378,31","411,69","428,2761834","104,03%",30/06/2009
12172,EPITÁCIO PESSOA,"378,88","411,69","452,1264883","109,82%",31/05/2009
12172,EPITÁCIO PESSOA,,"411,69","407,773","99,05%",03/05/2009
12172,EPITÁCIO PESSOA,,"411,69","404,643","98,29%",02/05/2009
12172,EPITÁCIO PESSOA,,"411,69","399,947","97,15%",01/05/2009
12172,EPITÁCIO PESSOA,"377,31","411,69","389,2003462","94,54%",30/04/2009
12172,EPITÁCIO PESSOA,,"411,69","381,875","92,76%",29/04/2009
12172,EPITÁCIO PESSOA,,"411,69","379,677","92,22%",28/04/2009
12172,EPITÁCIO PESSOA,,"411,69","378,579","91,96%",27/04/2009
12172,EPITÁCIO PESSOA,,"411,69","377,846","91,78%",26/04/2009
12172,EPITÁCIO PESSOA,,"411,69","377,493","91,69%",25/04/2009
12172,EPITÁCIO PESSOA,,"411,69","376,079","91,35%",24/04/2009
12172,EPITÁCIO PESSOA,,"411,69","372,897","90,58%",23/04/2009
12172,EPITÁCIO PESSOA,,"411,69","370,776","90,06%",22/04/2009
12172,EPITÁCIO PESSOA,,"411,69","370,423","89,98%",21/04/2009
12172,EPITÁCIO PESSOA,,"411,69","370,069","89,89%",20/04/2009
12172,EPITÁCIO PESSOA,,"411,69","370,423","89,98%",19/04/2009
12172,EPITÁCIO PESSOA,,"411,69","370,423","89,98%",18/04/2009
12172,EPITÁCIO PESSOA,,"411,69","370,423","89,98%",17/04/2009
12172,EPITÁCIO PESSOA,,"411,69","370,069","89,89%",16/04/2009
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",15/04/2009
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",14/04/2009
12172,EPITÁCIO PESSOA,,"411,69","367,594","89,29%",13/04/2009
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",12/04/2009
12172,EPITÁCIO PESSOA,,"411,69","365,12","88,69%",11/04/2009
12172,EPITÁCIO PESSOA,,"411,69","364,059","88,43%",10/04/2009
12172,EPITÁCIO PESSOA,,"411,69","363,706","88,34%",09/04/2009
12172,EPITÁCIO PESSOA,,"411,69","363,352","88,26%",08/04/2009
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",07/04/2009
12172,EPITÁCIO PESSOA,,"411,69","355,929","86,46%",06/04/2009
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",05/04/2009
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",04/04/2009
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",03/04/2009
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",02/04/2009
12172,EPITÁCIO PESSOA,,"411,69","355,929","86,46%",01/04/2009
12172,EPITÁCIO PESSOA,"376,39","411,69","356,2822503","86,54%",31/03/2009
12172,EPITÁCIO PESSOA,,"411,69","356,636","86,63%",30/03/2009
12172,EPITÁCIO PESSOA,,"411,69","356,989","86,71%",29/03/2009
12172,EPITÁCIO PESSOA,,"411,69","357,343","86,80%",28/03/2009
12172,EPITÁCIO PESSOA,,"411,69","357,696","86,88%",27/03/2009
12172,EPITÁCIO PESSOA,,"411,69","357,696","86,88%",26/03/2009
12172,EPITÁCIO PESSOA,,"411,69","358,05","86,97%",25/03/2009
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",24/03/2009
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",23/03/2009
12172,EPITÁCIO PESSOA,,"411,69","359,11","87,23%",22/03/2009
12172,EPITÁCIO PESSOA,,"411,69","359,464","87,31%",21/03/2009
12172,EPITÁCIO PESSOA,,"411,69","359,817","87,40%",20/03/2009
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",19/03/2009
12172,EPITÁCIO PESSOA,,"411,69","359,817","87,40%",18/03/2009
12172,EPITÁCIO PESSOA,,"411,69","359,11","87,23%",17/03/2009
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",16/03/2009
12172,EPITÁCIO PESSOA,,"411,69","357,696","86,88%",15/03/2009
12172,EPITÁCIO PESSOA,,"411,69","354,868","86,20%",14/03/2009
12172,EPITÁCIO PESSOA,,"411,69","352,04","85,51%",13/03/2009
12172,EPITÁCIO PESSOA,,"411,69","352,747","85,68%",12/03/2009
12172,EPITÁCIO PESSOA,,"411,69","353,101","85,77%",11/03/2009
12172,EPITÁCIO PESSOA,,"411,69","353,454","85,85%",10/03/2009
12172,EPITÁCIO PESSOA,,"411,69","353,454","85,85%",09/03/2009
12172,EPITÁCIO PESSOA,,"411,69","353,808","85,94%",08/03/2009
12172,EPITÁCIO PESSOA,,"411,69","354,161","86,03%",07/03/2009
12172,EPITÁCIO PESSOA,,"411,69","354,515","86,11%",06/03/2009
12172,EPITÁCIO PESSOA,,"411,69","354,868","86,20%",05/03/2009
12172,EPITÁCIO PESSOA,,"411,69","354,868","86,20%",04/03/2009
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",03/03/2009
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",02/03/2009
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",01/03/2009
12172,EPITÁCIO PESSOA,"376,37","411,69","355,5752377","86,37%",28/02/2009
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",27/02/2009
12172,EPITÁCIO PESSOA,,"411,69","355,929","86,46%",26/02/2009
12172,EPITÁCIO PESSOA,,"411,69","355,929","86,46%",25/02/2009
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",24/02/2009
12172,EPITÁCIO PESSOA,,"411,69","353,808","85,94%",23/02/2009
12172,EPITÁCIO PESSOA,,"411,69","353,454","85,85%",22/02/2009
12172,EPITÁCIO PESSOA,,"411,69","353,454","85,85%",21/02/2009
12172,EPITÁCIO PESSOA,,"411,69","353,101","85,77%",20/02/2009
12172,EPITÁCIO PESSOA,,"411,69","351,687","85,43%",19/02/2009
12172,EPITÁCIO PESSOA,,"411,69","352,04","85,51%",18/02/2009
12172,EPITÁCIO PESSOA,,"411,69","352,04","85,51%",17/02/2009
12172,EPITÁCIO PESSOA,,"411,69","352,04","85,51%",16/02/2009
12172,EPITÁCIO PESSOA,,"411,69","352,04","85,51%",15/02/2009
12172,EPITÁCIO PESSOA,,"411,69","350,626","85,17%",14/02/2009
12172,EPITÁCIO PESSOA,,"411,69","349,212","84,82%",13/02/2009
12172,EPITÁCIO PESSOA,,"411,69","349,212","84,82%",12/02/2009
12172,EPITÁCIO PESSOA,,"411,69","349,919","85,00%",11/02/2009
12172,EPITÁCIO PESSOA,,"411,69","350,273","85,08%",10/02/2009
12172,EPITÁCIO PESSOA,,"411,69","350,626","85,17%",09/02/2009
12172,EPITÁCIO PESSOA,,"411,69","351,333","85,34%",08/02/2009
12172,EPITÁCIO PESSOA,,"411,69","351,687","85,43%",07/02/2009
12172,EPITÁCIO PESSOA,,"411,69","352,04","85,51%",06/02/2009
12172,EPITÁCIO PESSOA,,"411,69","352,04","85,51%",05/02/2009
12172,EPITÁCIO PESSOA,,"411,69","352,394","85,60%",04/02/2009
12172,EPITÁCIO PESSOA,,"411,69","352,394","85,60%",03/02/2009
12172,EPITÁCIO PESSOA,,"411,69","352,747","85,68%",02/02/2009
12172,EPITÁCIO PESSOA,,"411,69","352,747","85,68%",01/02/2009
12172,EPITÁCIO PESSOA,"376,28","411,69","352,3936811","85,60%",31/01/2009
12172,EPITÁCIO PESSOA,,"411,69","352,747","85,68%",30/01/2009
12172,EPITÁCIO PESSOA,,"411,69","353,101","85,77%",29/01/2009
12172,EPITÁCIO PESSOA,,"411,69","353,454","85,85%",28/01/2009
12172,EPITÁCIO PESSOA,,"411,69","353,808","85,94%",27/01/2009
12172,EPITÁCIO PESSOA,,"411,69","354,515","86,11%",26/01/2009
12172,EPITÁCIO PESSOA,,"411,69","354,868","86,20%",25/01/2009
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",24/01/2009
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",23/01/2009
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",22/01/2009
12172,EPITÁCIO PESSOA,,"411,69","355,929","86,46%",21/01/2009
12172,EPITÁCIO PESSOA,,"411,69","356,282","86,54%",20/01/2009
12172,EPITÁCIO PESSOA,,"411,69","356,636","86,63%",19/01/2009
12172,EPITÁCIO PESSOA,,"411,69","356,989","86,71%",18/01/2009
12172,EPITÁCIO PESSOA,,"411,69","357,343","86,80%",17/01/2009
12172,EPITÁCIO PESSOA,,"411,69","357,343","86,80%",16/01/2009
12172,EPITÁCIO PESSOA,,"411,69","357,696","86,88%",15/01/2009
12172,EPITÁCIO PESSOA,,"411,69","358,05","86,97%",14/01/2009
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",13/01/2009
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",12/01/2009
12172,EPITÁCIO PESSOA,,"411,69","359,11","87,23%",11/01/2009
12172,EPITÁCIO PESSOA,,"411,69","359,464","87,31%",10/01/2009
12172,EPITÁCIO PESSOA,,"411,69","359,817","87,40%",09/01/2009
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",08/01/2009
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",07/01/2009
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",06/01/2009
12172,EPITÁCIO PESSOA,,"411,69","361,585","87,83%",05/01/2009
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",04/01/2009
12172,EPITÁCIO PESSOA,,"411,69","362,292","88,00%",03/01/2009
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",02/01/2009
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",01/01/2009
12172,EPITÁCIO PESSOA,"376,59","411,69","363,3523761","88,26%",31/12/2008
12172,EPITÁCIO PESSOA,,"411,69","364,059","88,43%",30/12/2008
12172,EPITÁCIO PESSOA,,"411,69","364,413","88,52%",29/12/2008
12172,EPITÁCIO PESSOA,,"411,69","364,766","88,60%",28/12/2008
12172,EPITÁCIO PESSOA,,"411,69","365,12","88,69%",27/12/2008
12172,EPITÁCIO PESSOA,,"411,69","365,473","88,77%",26/12/2008
12172,EPITÁCIO PESSOA,,"411,69","365,827","88,86%",25/12/2008
12172,EPITÁCIO PESSOA,,"411,69","366,18","88,95%",24/12/2008
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",23/12/2008
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",22/12/2008
12172,EPITÁCIO PESSOA,,"411,69","367,241","89,20%",21/12/2008
12172,EPITÁCIO PESSOA,,"411,69","367,594","89,29%",20/12/2008
12172,EPITÁCIO PESSOA,,"411,69","368,301","89,46%",19/12/2008
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",18/12/2008
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",17/12/2008
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",16/12/2008
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",15/12/2008
12172,EPITÁCIO PESSOA,,"411,69","370,069","89,89%",14/12/2008
12172,EPITÁCIO PESSOA,,"411,69","370,423","89,98%",13/12/2008
12172,EPITÁCIO PESSOA,,"411,69","370,776","90,06%",12/12/2008
12172,EPITÁCIO PESSOA,,"411,69","371,13","90,15%",11/12/2008
12172,EPITÁCIO PESSOA,,"411,69","371,13","90,15%",10/12/2008
12172,EPITÁCIO PESSOA,,"411,69","371,483","90,23%",09/12/2008
12172,EPITÁCIO PESSOA,,"411,69","371,837","90,32%",08/12/2008
12172,EPITÁCIO PESSOA,,"411,69","372,544","90,49%",07/12/2008
12172,EPITÁCIO PESSOA,,"411,69","372,897","90,58%",06/12/2008
12172,EPITÁCIO PESSOA,,"411,69","373,251","90,66%",05/12/2008
12172,EPITÁCIO PESSOA,,"411,69","373,604","90,75%",04/12/2008
12172,EPITÁCIO PESSOA,,"411,69","373,958","90,83%",03/12/2008
12172,EPITÁCIO PESSOA,,"411,69","374,311","90,92%",02/12/2008
12172,EPITÁCIO PESSOA,,"411,69","374,665","91,01%",01/12/2008
12172,EPITÁCIO PESSOA,"376,92","411,69","375,0180837","91,09%",30/11/2008
12172,EPITÁCIO PESSOA,,"411,69","375,372","91,18%",29/11/2008
12172,EPITÁCIO PESSOA,,"411,69","375,725","91,26%",28/11/2008
12172,EPITÁCIO PESSOA,,"411,69","376,079","91,35%",27/11/2008
12172,EPITÁCIO PESSOA,,"411,69","376,432","91,44%",26/11/2008
12172,EPITÁCIO PESSOA,,"411,69","376,786","91,52%",25/11/2008
12172,EPITÁCIO PESSOA,,"411,69","377,139","91,61%",24/11/2008
12172,EPITÁCIO PESSOA,,"411,69","377,493","91,69%",23/11/2008
12172,EPITÁCIO PESSOA,,"411,69","377,846","91,78%",22/11/2008
12172,EPITÁCIO PESSOA,,"411,69","378,212","91,87%",21/11/2008
12172,EPITÁCIO PESSOA,,"411,69","378,579","91,96%",20/11/2008
12172,EPITÁCIO PESSOA,,"411,69","378,945","92,05%",19/11/2008
12172,EPITÁCIO PESSOA,,"411,69","379,677","92,22%",18/11/2008
12172,EPITÁCIO PESSOA,,"411,69","380,044","92,31%",17/11/2008
12172,EPITÁCIO PESSOA,,"411,69","380,41","92,40%",16/11/2008
12172,EPITÁCIO PESSOA,,"411,69","380,776","92,49%",15/11/2008
12172,EPITÁCIO PESSOA,,"411,69","381,143","92,58%",14/11/2008
12172,EPITÁCIO PESSOA,,"411,69","381,509","92,67%",13/11/2008
12172,EPITÁCIO PESSOA,,"411,69","382,241","92,85%",12/11/2008
12172,EPITÁCIO PESSOA,,"411,69","382,608","92,94%",11/11/2008
12172,EPITÁCIO PESSOA,,"411,69","382,974","93,02%",10/11/2008
12172,EPITÁCIO PESSOA,,"411,69","383,34","93,11%",09/11/2008
12172,EPITÁCIO PESSOA,,"411,69","383,706","93,20%",08/11/2008
12172,EPITÁCIO PESSOA,,"411,69","384,073","93,29%",07/11/2008
12172,EPITÁCIO PESSOA,,"411,69","384,439","93,38%",06/11/2008
12172,EPITÁCIO PESSOA,,"411,69","384,805","93,47%",05/11/2008
12172,EPITÁCIO PESSOA,,"411,69","385,171","93,56%",04/11/2008
12172,EPITÁCIO PESSOA,,"411,69","385,538","93,65%",03/11/2008
12172,EPITÁCIO PESSOA,,"411,69","385,904","93,74%",02/11/2008
12172,EPITÁCIO PESSOA,,"411,69","386,27","93,83%",01/11/2008
12172,EPITÁCIO PESSOA,"377,25","411,69","387,0027567","94,00%",31/10/2008
12172,EPITÁCIO PESSOA,,"411,69","387,369","94,09%",30/10/2008
12172,EPITÁCIO PESSOA,,"411,69","387,735","94,18%",29/10/2008
12172,EPITÁCIO PESSOA,,"411,69","388,102","94,27%",28/10/2008
12172,EPITÁCIO PESSOA,,"411,69","384,805","93,47%",27/10/2008
12172,EPITÁCIO PESSOA,,"411,69","388,834","94,45%",26/10/2008
12172,EPITÁCIO PESSOA,,"411,69","389,2","94,54%",25/10/2008
12172,EPITÁCIO PESSOA,,"411,69","389,567","94,63%",24/10/2008
12172,EPITÁCIO PESSOA,,"411,69","389,933","94,72%",23/10/2008
12172,EPITÁCIO PESSOA,,"411,69","390,299","94,80%",22/10/2008
12172,EPITÁCIO PESSOA,,"411,69","390,665","94,89%",21/10/2008
12172,EPITÁCIO PESSOA,,"411,69","391,032","94,98%",20/10/2008
12172,EPITÁCIO PESSOA,,"411,69","391,398","95,07%",19/10/2008
12172,EPITÁCIO PESSOA,,"411,69","391,764","95,16%",18/10/2008
12172,EPITÁCIO PESSOA,,"411,69","392,13","95,25%",17/10/2008
12172,EPITÁCIO PESSOA,,"411,69","392,497","95,34%",16/10/2008
12172,EPITÁCIO PESSOA,,"411,69","392,863","95,43%",15/10/2008
12172,EPITÁCIO PESSOA,,"411,69","393,229","95,52%",14/10/2008
12172,EPITÁCIO PESSOA,,"411,69","393,596","95,60%",13/10/2008
12172,EPITÁCIO PESSOA,,"411,69","393,962","95,69%",12/10/2008
12172,EPITÁCIO PESSOA,,"411,69","394,328","95,78%",11/10/2008
12172,EPITÁCIO PESSOA,,"411,69","394,694","95,87%",10/10/2008
12172,EPITÁCIO PESSOA,,"411,69","395,061","95,96%",09/10/2008
12172,EPITÁCIO PESSOA,,"411,69","395,427","96,05%",08/10/2008
12172,EPITÁCIO PESSOA,,"411,69","395,793","96,14%",07/10/2008
12172,EPITÁCIO PESSOA,,"411,69","396,159","96,23%",06/10/2008
12172,EPITÁCIO PESSOA,,"411,69","396,526","96,32%",05/10/2008
12172,EPITÁCIO PESSOA,,"411,69","396,892","96,41%",04/10/2008
12172,EPITÁCIO PESSOA,,"411,69","396,892","96,41%",03/10/2008
12172,EPITÁCIO PESSOA,,"411,69","397,258","96,49%",02/10/2008
12172,EPITÁCIO PESSOA,,"411,69","397,624","96,58%",01/10/2008
12172,EPITÁCIO PESSOA,"377,55","411,69","397,990704","96,67%",30/09/2008
12172,EPITÁCIO PESSOA,,"411,69","398,382","96,77%",29/09/2008
12172,EPITÁCIO PESSOA,,"411,69","398,773","96,86%",28/09/2008
12172,EPITÁCIO PESSOA,,"411,69","399,165","96,96%",27/09/2008
12172,EPITÁCIO PESSOA,,"411,69","399,556","97,05%",26/09/2008
12172,EPITÁCIO PESSOA,,"411,69","399,947","97,15%",25/09/2008
12172,EPITÁCIO PESSOA,,"411,69","400,339","97,24%",24/09/2008
12172,EPITÁCIO PESSOA,,"411,69","400,73","97,34%",23/09/2008
12172,EPITÁCIO PESSOA,,"411,69","401,121","97,43%",22/09/2008
12172,EPITÁCIO PESSOA,,"411,69","401,512","97,53%",21/09/2008
12172,EPITÁCIO PESSOA,,"411,69","401,904","97,62%",20/09/2008
12172,EPITÁCIO PESSOA,,"411,69","402,295","97,72%",19/09/2008
12172,EPITÁCIO PESSOA,,"411,69","402,686","97,81%",18/09/2008
12172,EPITÁCIO PESSOA,,"411,69","403,078","97,91%",17/09/2008
12172,EPITÁCIO PESSOA,,"411,69","403,078","97,91%",16/09/2008
12172,EPITÁCIO PESSOA,,"411,69","403,469","98,00%",15/09/2008
12172,EPITÁCIO PESSOA,,"411,69","403,86","98,10%",14/09/2008
12172,EPITÁCIO PESSOA,,"411,69","404,252","98,19%",13/09/2008
12172,EPITÁCIO PESSOA,,"411,69","404,643","98,29%",12/09/2008
12172,EPITÁCIO PESSOA,,"411,69","405,034","98,38%",11/09/2008
12172,EPITÁCIO PESSOA,,"411,69","405,425","98,48%",10/09/2008
12172,EPITÁCIO PESSOA,,"411,69","405,425","98,48%",09/09/2008
12172,EPITÁCIO PESSOA,,"411,69","405,817","98,57%",08/09/2008
12172,EPITÁCIO PESSOA,,"411,69","406,208","98,67%",07/09/2008
12172,EPITÁCIO PESSOA,,"411,69","406,599","98,76%",06/09/2008
12172,EPITÁCIO PESSOA,,"411,69","406,991","98,86%",05/09/2008
12172,EPITÁCIO PESSOA,,"411,69","406,599","98,76%",04/09/2008
12172,EPITÁCIO PESSOA,,"411,69","406,991","98,86%",03/09/2008
12172,EPITÁCIO PESSOA,,"411,69","407,382","98,95%",02/09/2008
12172,EPITÁCIO PESSOA,,"411,69","407,773","99,05%",01/09/2008
12172,EPITÁCIO PESSOA,"377,8","411,69","407,7732633","99,05%",31/08/2008
12172,EPITÁCIO PESSOA,,"411,69","408,165","99,14%",30/08/2008
12172,EPITÁCIO PESSOA,,"411,69","408,556","99,24%",29/08/2008
12172,EPITÁCIO PESSOA,,"411,69","408,947","99,33%",28/08/2008
12172,EPITÁCIO PESSOA,,"411,69","409,338","99,43%",27/08/2008
12172,EPITÁCIO PESSOA,,"411,69","409,338","99,43%",26/08/2008
12172,EPITÁCIO PESSOA,,"411,69","409,338","99,43%",25/08/2008
12172,EPITÁCIO PESSOA,,"411,69","409,73","99,52%",24/08/2008
12172,EPITÁCIO PESSOA,,"411,69","410,121","99,62%",23/08/2008
12172,EPITÁCIO PESSOA,,"411,69","410,512","99,71%",22/08/2008
12172,EPITÁCIO PESSOA,,"411,69","410,904","99,81%",21/08/2008
12172,EPITÁCIO PESSOA,,"411,69","410,904","99,81%",20/08/2008
12172,EPITÁCIO PESSOA,,"411,69","411,295","99,90%",19/08/2008
12172,EPITÁCIO PESSOA,"377,98","411,69","414,8862814","100,78%",31/07/2008
12172,EPITÁCIO PESSOA,"378,12","411,69","420,559791","102,15%",30/06/2008
12172,EPITÁCIO PESSOA,"378,39","411,69","431,5656404","104,83%",31/05/2008
12172,EPITÁCIO PESSOA,"378,4","411,69","431,9852496","104,93%",30/04/2008
12172,EPITÁCIO PESSOA,"378,9","411,69","452,9657066","110,03%",31/03/2008
12172,EPITÁCIO PESSOA,,"411,69","406,991","98,86%",21/03/2008
12172,EPITÁCIO PESSOA,,"411,69","304,28","73,91%",20/03/2008
12172,EPITÁCIO PESSOA,,"411,69","290,367","70,53%",19/03/2008
12172,EPITÁCIO PESSOA,,"411,69","272,187","66,11%",18/03/2008
12172,EPITÁCIO PESSOA,,"411,69","263,694","64,05%",17/03/2008
12172,EPITÁCIO PESSOA,,"411,69","263,997","64,13%",16/03/2008
12172,EPITÁCIO PESSOA,,"411,69","264,3","64,20%",15/03/2008
12172,EPITÁCIO PESSOA,,"411,69","264,604","64,27%",14/03/2008
12172,EPITÁCIO PESSOA,,"411,69","264,907","64,35%",13/03/2008
12172,EPITÁCIO PESSOA,,"411,69","264,604","64,27%",12/03/2008
12172,EPITÁCIO PESSOA,,"411,69","264,907","64,35%",11/03/2008
12172,EPITÁCIO PESSOA,,"411,69","265,21","64,42%",10/03/2008
12172,EPITÁCIO PESSOA,,"411,69","265,514","64,49%",09/03/2008
12172,EPITÁCIO PESSOA,,"411,69","265,817","64,57%",08/03/2008
12172,EPITÁCIO PESSOA,,"411,69","266,12","64,64%",07/03/2008
12172,EPITÁCIO PESSOA,,"411,69","266,424","64,71%",06/03/2008
12172,EPITÁCIO PESSOA,,"411,69","267,03","64,86%",05/03/2008
12172,EPITÁCIO PESSOA,,"411,69","267,334","64,94%",04/03/2008
12172,EPITÁCIO PESSOA,,"411,69","267,637","65,01%",03/03/2008
12172,EPITÁCIO PESSOA,,"411,69","267,94","65,08%",02/03/2008
12172,EPITÁCIO PESSOA,,"411,69","268,244","65,16%",01/03/2008
12172,EPITÁCIO PESSOA,"373,75","411,69","268,5471585","65,23%",29/02/2008
12172,EPITÁCIO PESSOA,,"411,69","267,637","65,01%",28/02/2008
12172,EPITÁCIO PESSOA,,"411,69","267,94","65,08%",27/02/2008
12172,EPITÁCIO PESSOA,,"411,69","268,244","65,16%",26/02/2008
12172,EPITÁCIO PESSOA,,"411,69","268,547","65,23%",25/02/2008
12172,EPITÁCIO PESSOA,,"411,69","268,851","65,30%",24/02/2008
12172,EPITÁCIO PESSOA,,"411,69","269,154","65,38%",23/02/2008
12172,EPITÁCIO PESSOA,,"411,69","269,457","65,45%",22/02/2008
12172,EPITÁCIO PESSOA,,"411,69","270,064","65,60%",21/02/2008
12172,EPITÁCIO PESSOA,,"411,69","270,367","65,67%",20/02/2008
12172,EPITÁCIO PESSOA,,"411,69","270,671","65,75%",19/02/2008
